av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,side_mistake,name,text,class,type,sum_punct
5.07,11,3,6,1,9,14,380,8.21,27.14,32,21,11,3,18,16,16,1,5,22.15,25.55,32.69,29.08,0.43,0.06,0.02,0.11,0.02,0.75,0.11,0.02,0.12,152,0.4,5.51,7.8,0.85,186.72,0.79,0.4,0.76,24.38,3.49,0.2,0.1,0.12,0.13,0.26,0.07,0.09,0.09,0.06,1.75,0.12,0.9,35,3,6,0,10,15,25,20,4,5,0,1,0,1,0,0,0,./data/exam/exam2016/EKu_80_2,"Nowadays the possible ways to reduce crime are widely discussed. One of the solutions suggested is to keep criminals in prisons for longer periods than now. In my opinion, however, this would not help much and some other measures should be taken.  On the one hand, the idea of giving longer prison sentences seems to be reasonable. First of all, people would be more frightened of punishment, since they would know that they might spend nearly the whole life in prison for the crime. Further, some of the criminals do not change in prison and might bring new troubles to the society after the end of the period spent in prison. It could be also suggested, that if such opportunities would be provided they might study and work in prison and gradually change their views.  On the other hand, this solution is arguable and to me personally does not seem to be very convincing. It should be stressed, that this idea is not humanistic, as long prison sentences do not give the criminals tha chance to start new life after the end of the sentence. Next, as the reserchers show, in some countries where the sentences were rather long the crime rate did not change significantly. Finally, from my point of view, such measures would make people in general much more depressed, as Christianity, for example, learns us to forgive, and many people are religious nowadays.  To sum up, after discussing both these views, it could be said that such measures seem to be too radical and may shock the society. In my opinion, what should be done instead, are the attempts to raise the level of education, of life in general, to make it more comfortable to live in big cities and to encourage people to communicate more not only with their relatives or friends, but also with other citizens. I would also like to suggest to raise the public awareness of the problem of the high crime level, as alternative ways to improve the situation may be found.",70,2,2
4.12,6,0,4,2,7,16,302,6.25,18.88,33,24,9,4,11,16,10,1,5,15.93,15.11,19.73,20.33,0.47,0.09,0.03,0.13,0.03,0.7,0.14,0.02,0.14,155,0.51,6.31,8.92,0.88,275.36,0.83,0.51,0.79,18.24,3.02,0.16,0.14,0.15,0.18,0.33,0.08,0.04,0.17,0.1,4.25,0.38,0.83,15,0,17,0,4,9,17,8,2,3,2,0,0,0,0,0,0,./data/exam/exam2017_6/EGe_259_2,"﻿Air pollution and global warming are significant problems of modern world. It is known that they extremely increase by the affection of air travel. However, in my opinion, people cannot refuse from air travelling even partially because it has already became the important part of their lives.
Firstly, it is obvious that travelling by plane is much more convenient than, for example, by car or by train. It takes less time, what really makes sense in case someone suddenly decides to get somwhere quickly. Once I was in a very unpleasant situation - I knew that I should be at the conference in Crimea the next day, and the only way to do it was to take a plain. Moreover, air travel is comfortable, whereas in trains it is terribly hot in summer. It is very difficult to spend time there, especially if your trip is long.
Secondly, cars are more dangerous than plains. The statistic shows that the risk of car accident is very big. Although the accident happened during air are always shown on TV and seemed to be frequent, it is not true.
Thirdly, there are lots of places where people can go only in the air. For instance, Kamchatka is surrounded by mountains and there is no opportunity to get through them by car.
All thing considered, one has to conclude that government should not make the amount of air travel smaller. Plains are necessary for different needs, and without them many people would suffer. Consequently, the scientists should find out another ways to protect our planet from air pollution and global warming.",60,2,0
3.46,6,2,7,0,3,13,190,5.77,14.62,18,16,2,3,5,9,13,7,0,11.0,11.9,14.86,14.58,0.44,0.12,0.1,0.32,0.2,0.52,0.09,0.07,0.32,79,0.42,4.05,5.73,0.83,135.01,0.74,0.42,0.5,5.0,1.58,0.12,0.12,0.17,0.08,0.25,0.02,0.0,0.12,0.02,3.25,0.4,0.5,2,1,6,0,8,0,7,0,0,0,0,0,0,0,0,0,0,./data/exam/exam2017_7/VSa_38_1,"The pie charts show how the goods were transported between eastern europenian countries in 2008. 
Overall, the metal is a dominant good transported by rail while the food products dominate as the goods transported by road.
To begin, at the first chart metals are the most popular product to transport, reaching 35%. The proportion of manufactured good is also significant and reachs 25%. The Machinery has 12%. The chemicals and food products are equal and both have 11%. The Non-metallic are transported the least.
In contrast, the second chart demonstrate the dominance of food products with 30%. The manufactured products are 2% lower than food, reaching 28%. The Chemicals, non-metallic minerals and metals reach 16%, 13% and 11% respectively. The machinery has the lowest persentage with 2%.
Finally, two pie charts demonstrate different trends. The metal is the main good transported by rail and the food is the most popular product transported by road.
",65,1,0
6.1,11,4,6,5,5,10,229,5.7,22.9,17,7,10,3,16,12,11,3,1,17.22,18.88,24.71,22.67,0.46,0.08,0.13,0.44,0.39,0.74,0.06,0.06,0.14,106,0.46,4.95,7.0,0.86,241.24,0.79,0.46,0.87,17.39,2.95,0.19,0.14,0.12,0.08,0.2,0.02,0.04,0.04,0.0,4.75,0.35,0.43,5,4,6,0,4,0,11,7,1,1,3,0,0,0,0,0,0,./data/exam/exam2014/VPe_2_1,"The diagrams describe the amount of people belonging to different age group who study for interest or for career. They also outline if the employers offer additional support to their employees. 
It is clear from the first diagram that people of the age 26 tend to study mainly for career prospects whereas people who are over 49 choose studying because of interest. According to the diagram, the rate of people choosing study for career decreases with the aging. At the same time, the percentage of people studying because interest grows up attaining approximately 70% at its peak.  The amount of people from age grows of 40 - 49 is equal both for cases of career estoblishment and simple interest.
The second graph indicates that employers are more likely to help workers at the age under 26. The group of people of 30 – 39 gets the least support which is about 35%. 
Overall, the fact that people of the age under 26 are getting more help from their companies may be connected to the fact that their main reason of studying is future career development. The people of 30 -39 are supposed to have already settled and organized their career and family life that’s why they don’t require additional help from their company. 
",65,1,0
6.14,11,4,1,2,4,7,245,13.57,35.0,17,11,6,6,16,20,19,1,0,27.0,25.33,35.23,38.0,0.46,0.15,0.08,0.2,0.08,0.65,0.1,0.01,0.24,114,0.47,5.15,7.28,0.86,295.21,0.81,0.47,0.67,5.33,1.63,0.07,0.11,0.17,0.12,0.28,0.04,0.0,0.09,0.0,3.0,0.58,0.92,2,1,7,0,2,6,13,3,0,0,9,0,0,1,0,0,0,./data/exam/exam2017/EGe_197_1,"﻿The bar chart below shows how much time was spent on sport and exercise by men and women in dependence on their age in England in 2012
Looking at the graph, it can be seen that yonger people do sport much more than elderly ones which is quite obvious thing. The quantity of sportish English people decreases constantly from the 16-24-years-old interwiewers in age 16-24 to people over 75 years. So the yongest part of the male interwiewers spent 282,1 minutes on exercise and sport and the female part of them spent 114,1 minutes, whereas the oldest men could do it just for 29,2 mintues and oldest women just for 1o minutes.

Moreover, the bar chart demonstrates that in spite of the age male sport was in 2012 more popular than female one. However, the difference between figures showing the quantity of the young male sportsmen and the old ones is considerably less than the difference between a peak and a low of women's sport activities. What is interesting, in age of 55-64 years women did sport slightly more than men (the figures are 52,7 minutes for men and 55,4 for women).

Overall, almost in any age English men in 2012 were more active in sport, but this difference goes down with a course of time.",60,1,1
4.25,7,3,3,0,0,8,156,3.38,19.5,9,9,0,5,11,8,4,3,0,12.71,15.35,18.31,16.0,0.33,0.16,0.18,0.43,0.36,0.51,0.12,0.02,0.35,65,0.42,3.68,5.2,0.83,235.14,0.65,0.42,0.82,7.36,1.92,0.18,0.1,0.1,0.12,0.22,0.0,0.04,0.04,0.0,1.75,0.27,0.55,1,2,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,./data/exam/exam2017_6/OBy_39_1,"When was listening of the charts, given information about the transported of  goods between countries in Eastern Europe in 2008. We was seen, that machinery by rail grow up of the 12% and machinery by road slow down of the 2%. Then we was seen, that metals by road and metal by rail comparison 19%  and 35%. Food products by rail, and by road comparison the 11%, and 30%. Manufactured goods by rail 28%, and by road 28%. And chemicals by rail, and by road 11%, and 16%. We are was make reporting the main features, and make comparisons where relevant.  Of 2017 summarise by rail and road, for non-metallic minerals was have, maybe around 30% by road, and 26% by rail.
",35,1,0
5.31,7,3,6,1,4,13,306,8.85,23.54,23,19,4,13,18,10,20,2,5,18.5,20.75,27.61,24.0,0.5,0.11,0.06,0.25,0.12,0.74,0.12,0.05,0.09,138,0.45,5.58,7.89,0.86,347.03,0.81,0.45,0.75,18.0,3.0,0.16,0.16,0.13,0.1,0.23,0.01,0.1,0.08,0.11,5.75,0.31,0.53,16,4,10,0,6,1,12,3,1,7,2,1,0,2,0,0,0,./data/exam/exam2016/JSl_47_2,"Scientificly proved that travelling by planes and helycopters may be one of the reason of global warming and air pollution. Governments have an opportunity to take care about this important question by regulating a number of different air transport. The degree of this control is a vital issue to be discussed. Initially, the trend of global warming, air pollution and other threatening changes in our environment are undoubtedly seen nowadays. That is why the modern society is faced with this problem and has to solve it as quickly as it possible. However, to my point of view, air travel causes not so many wastes and rubbish to influence the environment a lot. In comparison with other human wastes such as pollution caused by cars and factories, planes are not so bad. I also feel very strongly that any type of government regulating is a reason for decreasing of number of alternatives for people’s choice. Introducing new laws is not only expensive for the society, but also killing for a desire of any human to make a choice and control his life. Eventually, I have to line up my answer. Air travelling is bad for our environment and this problem have to be solved, but we have to think about the costs of our regulation in this sphere. Much more effective way to reduce air rubbish and bad influence on the environment is to research this topic scientificly and make vital inventions. Introducing laws is only a short-term solution of a problem, which is also killing and difficult to be represented in life, as many people have to fly, have to change their location fast and cannot leave this opportunity. 
",65,2,3
5.69,9,2,4,10,10,16,405,7.0,25.31,40,20,20,9,20,23,25,0,7,19.93,19.86,28.03,28.27,0.47,0.1,0.04,0.2,0.08,0.74,0.1,0.05,0.11,163,0.4,5.73,8.1,0.85,247.7,0.84,0.4,0.59,17.65,2.97,0.16,0.14,0.1,0.06,0.16,0.01,0.07,0.06,0.07,1.75,0.47,0.33,27,1,5,0,0,3,21,17,2,3,7,0,0,1,0,0,0,./data/exam/exam2017_5_1/EGe_49_2,"﻿In our modern world every person experience constant stress connected with the amount of money they may spend every day due to the level of their salary. It’s not a big surprise that some people are richer that others, and, as a result, in every country there are citizens who experience the consequences of economic diversity every day. A “Guaranteed Basic Income” system which provides a stable sum of money every month can become a solution to this problem. But is the best option for country’s economy? Let us find it out.
To begin with, a “Guaranteed Basic Income” can become a breath of fresh air for poor people who don’t have enough money to buy even basic products for their survival. For example, it may help single poor mothers who don’t get any economic support from their ex-husbands to bring up their children, pay for food and education and provide them with everything they need. What is more, this guaranteed sum of money may greatly support people who experience slight, not constant problems with their income. For example, it will be useful for people who suddenly lost their job and need some time and money before they find a new place to work in.
On the other hand, this system has some significant disadvantages which may lead to huge economic problems. Firstly, some citizens will definitely use this guaranteed sum of money as their basic income. As a result, there will be less people who want to find a job and country’s economy will definitely suffer from that decrease in the number of employers. Secondly, this system may even lead to increase in the level of poorness as people won’t have motivation to work. For example, there are some citizens who don’t want to work anywhere because they already receive income from governments and don’t have a desire to get extra money.
All in all, I believe that governments and political parties should pay attention to both advantages and disadvantages of this system before using it in the economy of any country in the world. In my opinion, this system may help poor people, but at the same time destroy economic prosperity.",70,2,1
3.58,8,0,12,3,9,24,410,6.42,17.08,34,25,9,4,17,16,27,6,2,14.91,16.09,20.1,19.13,0.47,0.14,0.13,0.69,0.94,0.7,0.09,0.02,0.19,146,0.36,5.1,7.21,0.83,163.19,0.81,0.36,0.63,20.94,3.24,0.17,0.1,0.09,0.07,0.15,0.03,0.04,0.06,0.04,2.0,0.37,0.29,16,9,12,0,4,5,20,11,1,4,4,0,0,2,0,0,0,./data/exam/exam2016/EKu_185_2,"Nowadays, there is financial crisis in the world. Many international companies are trying to find solvations of their financial problems. One of the interesting ideas companies came up with is to change locations of their buisnesses from their own countries to poorer, developing ones. Is it really a very good buisness idea or just a waste of money and time?On the one hand, this idea has many advantages. First one is low-costed employ of local workers. For example, ""Apple"" company build their own main factories in China there they spend less money on creating of Iphones, Ipads  and etc. If you have Iphone or Ipad, just check there it was produced. Secondly, taxes in poor and developing countries are very low. That helps companies to have financial benefits out of this. For example, ""Volvo"" builds their cars in Novosibirsk, Russia. That helps them avoid taxes of Russian Federation then they import their product. They only pay taxes for car production which are very low in Russia. On the other hand, the process of changing location to poorer and developing countries is very expensive. For example, ""Apple"" company spent billions of dollars on building their factories in China. Yes, they found their own benefits there by low-costed workers, but before that they spent huge amount of money on re-organization of their company in different country. Secondly, there is a very demanding law process. Before you can open your company in the other country you have to get many documents. Many companies cannot afford themselves buying, for example, license for producing and selling their product.  In my opinion, idea to move buisnesses to slow developing countries is very good, but not every company can afford it. The process of changing the location is very demanding financially and emotionally. For example, ""Apple"" company or ""Volvo"" company can afford themselves to do their buisnesses in other countries. But, for example, our Russian company called ""Lada-cars"" which is actually a very big company, unfortunately, cannot afford to do buisness in other countries. Only to export their product. ",65,2,2
5.0,9,2,8,3,13,19,466,8.42,24.53,48,31,17,7,23,26,19,5,3,21.06,19.13,25.77,28.39,0.43,0.12,0.1,0.5,0.5,0.73,0.12,0.05,0.1,170,0.36,5.57,7.88,0.84,178.94,0.81,0.36,0.66,21.78,3.3,0.16,0.12,0.1,0.09,0.19,0.07,0.07,0.1,0.07,3.5,0.24,1.02,30,4,13,0,18,10,28,14,8,6,0,3,0,0,0,0,0,./data/exam/exam2017/VSa_61_2,"Nowadays in the sport sphere illegal drugs are becoming widely used. This issue elicits a lot of controvercy because some people argue for exclusion of caught athletes for a limited period whereas other people are certain that these sportsmen should be excluded for the rest of their life. In this essay both views will be discussed and I am going to express my own opinion.
Regarding to the first point of view it can be said that, firstly, using of illegal drugs can be connected with the sufering with some health problems. Drugs can be increase the health level, so the athlet can tackle with the disease quicklier than without these medecins. Despite this moment being complicated for making correct decision, I suppose that such sportsman can be excluded only for a limited period so he or she can restore their physical fit. However, the situations when the usage of illegal drugs was connected with the cheating, should not be forgotten or underestimated as in this case it is irrespectable to other athletes who train and do not break the rules of the competitions.
Nevertheless, there is another point of view. Some people argue that athletes who use the drugs, illegally and break the laws must be excluded from the professional sport forever. Although these actions can be claimed to be dishonest, it is still very complicated to make a correct decision because it is very important to understand the causes of reasons why this athlete made a decision to use the illegal drugs. If it was the use without knowing that these medecins are banned, the punishment should not be similar to those decisions made by the sportsman with fully comprehension of the situation. 
Last point that I would like to mention is my own opinion. I think that both points of view expressed in this essay can exist because the border between these two decisions is too subtle. What is more, nowadays sport is closely connected with the politics, with the prestige and the name of the country. Sportsmen try to do everything to become a champion because it is the aim from the government. However, the exclusion forever from the sport can be unfare as sport is the life of the sportsmen.
To conclude, I would like to say that both opinions can be correct but it is very important to understand the reasons and the purposes of the illegal drugs' use. Moreover, sport should be devided from the politics. In my opinion in this case it will become much better and much more clean in all aspects.
",65,2,3
5.36,11,3,6,5,2,11,237,5.09,21.55,17,13,4,10,17,11,14,2,1,15.9,17.69,22.73,20.6,0.47,0.14,0.04,0.15,0.04,0.64,0.11,0.01,0.23,101,0.43,4.64,6.56,0.84,548.39,0.76,0.43,0.61,8.52,2.06,0.12,0.13,0.1,0.08,0.18,0.07,0.0,0.02,0.02,4.0,0.35,0.39,2,8,6,0,2,2,10,6,1,5,0,0,0,1,0,6,0,./data/exam/exam2016/JSl_204_1,"The diagrams illustrates charachteristics of using Facebook between 2012 and 2013 enough differences devices and percentage of reasons for using it according to opinions of men and women. First of all, the member of people, who use Facebook through Desktop fall from 150 millions to 135 millions. However, the number of mobile users significantly increased from 55 millions to 95 millions. Thus, the total number of users of Facebook increased from 205 millions to 250 millions. Four reasons for using Facebook are considered: sharing photos or videos, receiving updates, seeing funny posts and learning about ways to help others. The number women, who think that the main reason is first one is more than the number of men who thin the same. Moreover, the same tendency are explored in each reason, except second, where a number of women in equals a number of men, who think, that the second reason is main. According to charts, the most popular main reason among women is sharing photos and videos, but there are reasons among men, that are the equally popular. They are sharing photos, videos, as among women, and receiving updates. The least popular main reason is learning abut ways to help others among both genders. 
",65,1,1
5.0,7,3,3,3,5,14,277,4.57,19.79,28,19,9,10,18,13,29,2,3,14.69,15.2,21.23,20.54,0.52,0.05,0.03,0.12,0.03,0.71,0.15,0.06,0.08,145,0.52,6.16,8.71,0.88,201.15,0.86,0.52,0.76,19.88,3.15,0.18,0.17,0.18,0.03,0.22,0.09,0.11,0.07,0.07,2.0,0.44,0.44,12,3,6,0,4,2,19,1,0,5,3,1,0,3,0,0,0,./data/exam/exam2017_7/VSa_2_2,"The last several decades have seen enormous changes in the way people lives are affected by new technology. Overall, while these technological resoures allow to do our life more comfortable, but produced negative effects.as health problems. In this essay will be described several types of health problems which face people and methods for their reduce.
First of all, modern technology have huge influence on way of communication. For example, many people feel that the widespread use of email is destroying traditional forms of communication such as letter writing, face-to-face conversation. This could result in a decline in people's basic ability to socialize and interact with each other on day-to-day basis. Also, people depend by opinion others because informing personal life on social websites. It is psychological problem has extremely important meaning for people health. Exist effective way to avoid this problem which consist in fact that spend more time without any IT.
Another kind of problem appear as a result using modern technologies is physical illness. The simptoms of negative impact can be appear as tired, pain on head and eyes, weakness body and destroing mood. These problems of health will disappear if to set limitation or do not use such as TV, telephone, Internet. Some kind of thing impossible avoid, but use in this case if it is realy important in this moment.
In conclusion, modern technology is causing an increasing number of health problems, but exist various ways how to avoid it and improve your
",55,2,4
4.45,7,3,0,5,5,20,366,6.2,18.3,39,28,11,15,20,16,21,2,1,15.63,15.45,20.2,20.63,0.44,0.12,0.02,0.11,0.02,0.69,0.09,0.03,0.19,161,0.44,5.95,8.42,0.86,193.37,0.83,0.44,0.76,23.44,3.42,0.19,0.13,0.12,0.1,0.22,0.08,0.05,0.08,0.04,2.75,0.41,0.66,14,8,15,0,7,5,16,14,3,2,3,1,0,0,0,0,0,./data/exam/exam2017/ABl_33_2,"Nowadays there are a lot of types of intertainment that we can get from the Internet. Free films and music are only two of them. At the era of the fast Internet we can share different files almost without any limits. Due to this, the problem of illegal copying is arising today.
Some people think that spreading music albums and films on the Internet must be recognised as a crime, and people who has committed that should be gone on trial. As for me, I totally agree with their position.
Firstly, any film, song or any other piece of art is author’s property. This means that, for example, only director can decide to whom he would sell or demonstrate his film. Copying this property is unacceptable. In modern democratic countries the power of law should protect the right of self-property and punish those who violate the law. Moreover, it can be recognised as stealing money and labour from artists which is also illegal.
Secondly, copying and sharing music and films fo free can have a bad influence on the economy growth. Intertaining business, which includes films and music, is usually a huge part of country’s income (for example, the USA). So, if you steel films and songs, it is equal if you steel products and create a kind of “black” or “shade” market on the Internet. The economy suffers a lot due to illegal transactions because it looses masses of money and product turnover.
All in all, any type of steeling should be forbidden in modern countries. Copying and sharing music and films on the Internet is definitely a theft and have to be punished. Today Nobody doubts that money stealing is a crime and that you are not allowed to take someone’s property without paying for it. So why should we let internet thefs commit their crimes and more? I strongly believe that there is no reasons for that.
",70,2,1
5.38,9,3,10,2,6,13,335,6.31,25.77,16,12,4,10,24,18,17,7,3,20.33,21.49,27.59,27.08,0.43,0.15,0.03,0.13,0.03,0.6,0.11,0.06,0.22,135,0.4,5.22,7.38,0.84,214.83,0.81,0.4,0.63,12.03,2.45,0.13,0.13,0.13,0.08,0.2,0.02,0.04,0.06,0.01,4.5,0.23,0.43,6,8,2,0,10,7,15,1,0,4,1,0,0,0,0,4,0,./data/exam/exam2016/EKu_150_1,"The graphs given describe the amount of Facebook users during a year between March 2012 and March 2013. The first graph compares the usage of mobile and desktop versions and the second graph shows the presumable reasons for using the network. The data are provided in millions of users per year and the percentage of participants naming one of the reasons, respectively. It can be deduced from the graph, that the use of desktop version by men and women differed slightly, showing a small gap between 145 millions (women) and 127 millions (men). In contrast, the popularity of the mobile version among women demonstated a 100 millions downfall compared to that of the desktop version (47), while men used it almost twice as much (87 millions users). In general, the mobile version was approximately only half as popular as the desktop one. Speaking about the reasoning given by the users, more than a half of female audience used Facebook to share photos and videos (54%). As for the men, such reasons as sharing photos/videos and receiving updates were equally relevant (39% both). A slight descrease of interest can be noted in seeing funny posts (43% of women and 35% of men). The least populare Facebook feature was learning about ways to help others, in which only 25% of women showed interest.  Overall, it can be stated that the use of a desktop version significatly dominated for both genders, the main reason for that being sharing photo and video materials. About 40% of general interest was in receiving updates and seeing funny posts, and the smallest amount of people used Facebook for learning about ways to help others. Gender differences in most cases were insignificant.  ",70,1,0
8.0,15,4,7,1,4,4,165,5.5,41.25,7,3,4,3,8,19,7,6,0,26.67,34.11,46.78,38.67,0.41,0.19,0.1,0.32,0.2,0.72,0.05,0.06,0.17,76,0.46,4.18,5.92,0.85,484.45,0.75,0.46,0.55,6.05,1.74,0.16,0.1,0.09,0.1,0.19,0.09,0.07,0.02,0.09,4.25,0.3,0.05,1,1,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,./data/exam/exam2016/EKu_72_1,"On the graph we can see how the investment in renewable energy changed in developed and developing countries and in world in total. According to the graph, developing countries showed a growing tendency for the period from 2006 to 2012 from about 25 billion dollars in 2006 to more than a 100 billion dollars in 2012. Meanwhile, developed countries represented a constant growth of investment in renewable sources of energy from 2006 to 2011 with a slight drop from more than a hundred billon dollars to a one hundred in 2009. Also both developing and developed countries showed a dropped tendency during the last one or two years each as did the general world statistics after the year 2011 which started with 100 billion dollars in 2006, reached the top in 2011 representing about 275 billion dollars invested as the sum for both developed and developing countries and then fell down to about 220 billion dollars in 2013.",60,1,0
5.11,8,3,3,0,4,9,183,7.22,20.33,13,10,3,2,18,9,13,2,0,14.75,15.0,19.47,19.5,0.46,0.16,0.07,0.19,0.07,0.61,0.09,0.05,0.24,94,0.51,4.91,6.95,0.87,287.38,0.8,0.51,0.86,10.29,2.27,0.14,0.13,0.18,0.09,0.27,0.02,0.08,0.05,0.0,2.75,0.36,0.57,3,2,4,0,4,4,8,5,1,0,1,0,0,0,0,0,0,./data/exam/exam2014/ESha_31_1,"The bar chart indicates the amount of males and females involved in studying certain types of higher education programmes in 1999 in Australia.


According to the chart, there is a significant gender difference in every area except bachelor's degree. For example, only about 10% of women decided to take skilled vocational diploma, while more than 80% of men did so. Another areas with the higher percentage of males are postgraduate diploma and master's degree, 70% and 60% respectively. Nevertheless, women were more appealed to have undergraduate diploma, as the number of them made up 70%. In comparison, the amount of men was only half of that.


To summarize, it is obvious that men were more involved in higher education than women. Although there were some types of degrees that interested females more, the overall trend is reverse. We can see clearly that the amount of males in almost any other area was double as the females' one.
",75,1,0
6.45,10,2,4,8,6,11,288,8.36,26.18,27,13,14,17,21,7,18,3,0,21.7,21.55,30.31,30.0,0.51,0.11,0.03,0.12,0.03,0.7,0.1,0.02,0.18,146,0.51,6.08,8.6,0.88,253.96,0.82,0.51,0.83,24.03,3.47,0.2,0.19,0.12,0.05,0.17,0.01,0.08,0.08,0.05,4.25,0.46,0.43,9,5,5,0,8,5,8,11,1,3,3,0,0,0,0,0,0,./data/exam/exam2017/DPe_39_2,"Some people claim that the art, including music and films, is supposed to be free to share. However, there are opponents of this point of view who believe that people that share music and films should be prisoned. I support the latter opinion.
First of all, there is a data that shows that producers, who make our favourite music and films, borrow huge costs from production of these pieces of art. To make them continue writing songs and recording films, consumers should give their money and more the distribution process absolutely clear. Some bid companies like Apple or Google have already invented a service which makes the process easier – people pay a monthly fee and listen to as much music and watch as many films as they want.
Secondly, the developed countries have implemented a lot of copyrights laws that save musicians and film producers from losing money and punish those people who break the laws. For example, the founder of Piratebay, a website with tons of illegal music, films and books, was sentenced to 21 years in American prison! These lawsuits, for sure, will prevent people from sharing the pieces of art illegally. 
In conclusion, it must be noted that illegal copying and sharing music or films is one of the main problems in the modern digital world and no doubt it should be discussed by politicians on the highest level. As discs with music and films die in the past and media go the Internet, the government should issue strong restrictions on distribution of illegal digital content.
",65,2,0
4.21,8,2,5,1,2,14,239,6.79,17.07,17,14,3,5,16,11,13,3,2,14.85,14.51,18.75,19.0,0.51,0.08,0.1,0.32,0.2,0.71,0.07,0.06,0.16,101,0.42,4.62,6.53,0.84,153.82,0.81,0.42,0.8,12.8,2.53,0.13,0.12,0.09,0.13,0.22,0.07,0.04,0.07,0.11,4.5,0.35,0.55,5,2,4,0,7,2,7,7,1,1,2,0,0,0,0,0,0,./data/exam/exam2014/ADe_10_1,"The presented table illustrates how many people work in different spheres of economy (hotel and catering, building, technology, education) in the UK. The table includes information for two years: 1998 and 2006.
According to the data, the number of people engaged in each sector, has experienced a noticeable change since 1998. In 1998 far more people in each age group worked in building. The most dramatic was the change for technology – we can see that jobs in this sphere are much more popular now. In the age group 18-25 35 times more people work in technology now. For technology two groups of middle-aged people are approximately 7 and 13 times respectively bigger now compared to the data of 1998. Trends for hotel and catering and education are more steady, although we can also see some fluctuations.
A closer look at the table reveals that the trends for different age groups are not always similar. In each sector far less people after 50 have an intention to change the sphere where they work.
To sum up, there have been certain changes in the number of people working in different sectors. The most dramatic changes we can see in the technology sector, although each sector has experienced changes. Different age groups prefer different occupations.
",70,1,0
5.0,7,3,3,1,4,7,173,6.71,24.71,13,7,6,1,9,16,10,2,1,19.17,21.04,26.82,24.33,0.39,0.16,0.07,0.18,0.07,0.65,0.06,0.03,0.26,98,0.57,5.27,7.45,0.89,216.36,0.86,0.57,0.67,6.67,1.83,0.15,0.1,0.18,0.13,0.31,0.03,0.23,0.03,0.1,2.75,0.33,0.53,6,0,6,0,4,1,5,11,4,1,5,0,0,0,0,0,0,./data/exam/exam2017/DPe_57_1,"On this graphs we can see the rates of unemployment in different world regions in 2014 and 2015. On the last graph we can see that unemployment all over the world have not changed since 2014. The same shows us graphic in North Africa and South Asia, the numbers stayed on the same level for 1 year. But in midle East situation is much better the rate of umemployment felt from 11 to 9,6 which says us about good government politic. Same shows 4th graph, unempoyment get down very fast from 6,8 to 5,8 (which is more than 10% for 1 year) in Latin America. In European Union situation much worther, the rate of unemployment have not felt, moreover it has rise around 0,4 points. In the end, I would like to say that only Eupopian Union have huge problems with risen unemployment when middle East with Latin America are on the right way to overcome this problem.
",55,1,0
3.47,6,2,1,2,6,17,241,4.06,14.18,25,18,7,4,5,10,30,1,1,10.5,12.6,16.56,14.0,0.51,0.06,0.08,0.28,0.15,0.8,0.09,0.04,0.07,114,0.47,5.19,7.34,0.86,207.72,0.82,0.47,0.69,12.46,2.5,0.15,0.15,0.15,0.06,0.21,0.05,0.07,0.09,0.05,2.25,0.42,0.77,18,0,1,0,2,3,10,4,1,0,1,0,1,0,0,0,0,./data/exam/exam2016/JSl_39_2,"Nowadays everybody use the social network, such as Facebook and Vkontakte. It important part of our life. People have various opinion about this. Everyone have special point of view about next developing this sphere. On the other hand, the social media may sharing more knowledge. It is excellent instrument for spent more information. But it may be uncomfortable so that people think that main aim should be simple. If this technologies wouldn’t be simple, many people couldn’t use it, for example old people. They born before active research IT and now use of new machine difficult. From this people we must that new technology will be simply to entertain. But social media every day give a new prospects and may be stay more information give a new interesting feature. Developers want use new differences wich may be helpful for us and open a new special feature. In our world every company have support group, this people help others understand new technology. Use it we give the important experience wich help us use knowledge in our life. We connect with people. Other people may become more simply such us and other ways. In future we will have more information and more simple, because the useless and more different knowledge are important skills from all news things.    
",50,2,1
